text,label,clean_text
"Nah bitch apples apples apples!

but bitch nawl cuz oranges oranges oranges! bitch. You dumb as fuck.",1,Nah bitch apples apples apples! but bitch nawl cuz oranges oranges oranges! bitch. You dumb as fuck.
@keno_ Isn't there a law that all clam chowder must be served im bread bowls? Haha,2,@user Isn't there a law that all clam chowder must be served im bread bowls? Haha
loves how Day Timers always come with coloured maps and distance charts. It makes me feel far more important then I actually am.,2,loves how Day Timers always come with coloured maps and distance charts. It makes me feel far more important then I actually am.
@Coley_Cee bitch dats yo sahara desert ass,1,@user bitch dats yo sahara desert ass
@kieffer_jason @jayleno @BarackObama naw really bitch I mean yo address,1,@user @user @user naw really bitch I mean yo address
"RT @JohnnyFootbalI: Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey http&#8230;",2,"RT @user Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey http"
She wanna talk shit.. but then have a friendship .. fuck you bitch and I hope u offended,1,She wanna talk shit.. but then have a friendship .. fuck you bitch and I hope u offended
"""I would rather you call me bitch than sir"" -my manager",1,"""I would rather you call me bitch than sir"" -my manager"
this bitch just said id suck your dick if it was legal to my cat,1,this bitch just said id suck your dick if it was legal to my cat
RT @B_Laff: &#8220;@JRohrCockblock: im a faggot&#8221; @JohnnyRohrCock,1,RT @user @user im a faggot @user
Bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face,1,Bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face
I say K.Michelle is manly because she doesn't act like a lady.She's too foul at the mouth and violent.I'll have to beat the bitch.,1,I say K.Michelle is manly because she doesn't act like a lady.She's too foul at the mouth and violent.I'll have to beat the bitch.
"RT @Yankees: RECAP: In epic storybook ending, Derek Jeter closes his last game in Bronx with a #walkoff. http://t.co/Dl390SbteQ http://t.co&#8230;",2,"RT @user RECAP: In epic storybook ending, Derek Jeter closes his last game in Bronx with a #walkoff. [URL] [URL]#8230;"
RT @dirtyskimask: Lmaooo Friday After Next? &#8220;@1stName_Bravo: You like that yo son's a fag?&#8221;,0,RT @user Lmaooo Friday After Next? @user You like that yo son's a fag?
@LaneBelgarde @A7XDemery you Sick bitch didnt even invite me,1,@user @user you Sick bitch didnt even invite me
"So what if she a hoe in her city. If she make you happy, move her to Montana and be happy for the rest of y&#8217;all days.",1,"So what if she a hoe in her city. If she make you happy, move her to Montana and be happy for the rest of yall days."
RT @HEGS_com: What's that bright yellow thing the ref just showed to Martins Indi?! I can't remember seeing one of those before! #clubmetro,2,RT @user What's that bright yellow thing the ref just showed to Martins Indi?! I can't remember seeing one of those before! #clubmetro
RT @cpSqueak: each time I do it for ya I make that bad pussy behave,1,RT @user each time I do it for ya I make that bad pussy behave
"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",1,"""@user dry pussy bitches always blame it on the condom"""
@dan1ellep she going full retard right now smh,1,@user she going full retard right now smh
""" bitch nigga miss me with it """,1,""" bitch nigga miss me with it """
"RT @TRU_Realigion_: Let a bitch try me try me, Ima swing her to the whole mf family &#128080;&#128514;",1,"RT @user Let a bitch try me try me, Ima swing her to the whole mf family"
RT @MANIAC3X: @Buckm00se I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni&#8230;,0,RT @user @user I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni
Bitches cheat on they bitch... But be SOOOOOO HURT when they bitch cheat back.,1,Bitches cheat on they bitch... But be SOOOOOO HURT when they bitch cheat back.
The pilot seen my eyes and said they awfully red I told him I get high as you bitch I'm the man http://t.co/uloUE2qx3p,1,The pilot seen my eyes and said they awfully red I told him I get high as you bitch I'm the man [URL]
@Get__Em__Craig lol I will be there in the morning hoe,1,@user lol I will be there in the morning hoe
RT @215_Bub: Don't sweat these hoes they come wit the money &#128527;,1,RT @user Don't sweat these hoes they come wit the money
"Where Is VRSL, that nigger owes me 10 bucks",1,"Where Is VRSL, that nigger owes me 10 bucks"
"I uploaded a @YouTube video http://t.co/JHUuZpgr UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and",2,"I uploaded a @user video [URL] UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and"
RT @BigMac6374: I don't like the weather right now it's scaring me lol why is it yellow?,2,RT @user I don't like the weather right now it's scaring me lol why is it yellow?
These brownies http://t.co/iyqRBn2AMf,2,These brownies [URL]
Slide in that hoe DM's like &#127938;&#127938;&#127938;,1,Slide in that hoe DM's like
The solution is simple : buy a bitch,1,The solution is simple : buy a bitch
@_tee13 @TorahBlaze @Tommyguns____ @SoftestMuffin let one of them dingy real nigger dogs catch it. Miss Torah dont want that thot shit,1,@user @user @user @user let one of them dingy real nigger dogs catch it. Miss Torah dont want that thot shit
stupid teacher talks to @RandyMower like he's retarded,2,stupid teacher talks to @user like he's retarded
RT @mirah_101: i look at EVERY bitch ass that walk past me !,1,RT @user i look at EVERY bitch ass that walk past me !
It's still Spring bitch,1,It's still Spring bitch
"RT @NardiaDoee: If a bitch say im ""ugly"" she a hating,mad, jealous bitch&#128514;&#128514;&#128080;&#128536;&#128133;&#128129;",1,"RT @user If a bitch say im ""ugly"" she a hating,mad, jealous bitch"
@_dimejii i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before,2,@user i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before
"Fuck this mexican bitch she talks too much, she thinks she's an ivy league scholar.",1,"Fuck this mexican bitch she talks too much, she thinks she's an ivy league scholar."
Ball is life? No bitch bench is life &#128075;,1,Ball is life? No bitch bench is life
Allergies ain't bothered me all summer now all of a sudden in the middle of august shit is startin to get real. Ain't that about a bitch,1,Allergies ain't bothered me all summer now all of a sudden in the middle of august shit is startin to get real. Ain't that about a bitch
"&#8220;@no_way_hoesaaay: Bro my birds stay having sex , it's on a daily now.&#8221;he said ""look ma no hands"" http://t.co/rCKxYnWtvX",1,"@user Bro my birds stay having sex , it's on a daily now.he said ""look ma no hands"" [URL]"
You ain't nothin but a piece of cheese with out the corners in other words you ain't never gone be a slice bitch &#128514;&#128514;&#128514;,1,You ain't nothin but a piece of cheese with out the corners in other words you ain't never gone be a slice bitch
@Anita_Farid @Angjly LMAO &#128514;. The side ho gets all the real action anyways .,1,@user @user LMAO . The side ho gets all the real action anyways .
@iMGorgeous_HOES I learned from the great Asia Torres &#128583; take notes bitch &#128514;&#128514;,1,@user I learned from the great Asia Torres take notes bitch
RT @chanelpuke: i hate when people ask &#8220;who you tryna look good for?!&#8221; bitch myself bye,1,RT @user i hate when people ask who you tryna look good for?! bitch myself bye
"Disturbing: feeling pressure from #ISIS fanboys, Al Qaeda fanboys resort to celebrating 9/11 to reclaim their Jihadi bona fides",2,"Disturbing: feeling pressure from #ISIS fanboys, Al Qaeda fanboys resort to celebrating 9/11 to reclaim their Jihadi bona fides"
"dad isn't your name
faggots a little more fitting.",1,dad isn't your name faggots a little more fitting.
RT @obehi007: &#8220;@_Saaani: @obehi007 Wetin happen ?&#8221;our school will just be behaving like pussies,1,RT @user @user @user Wetin happen ?our school will just be behaving like pussies
Twitter niggas always want you to have unprotected sex with these nothing ass bitches. NAH,1,Twitter niggas always want you to have unprotected sex with these nothing ass bitches. NAH
RT @AnAbsurdBird: I just realised my library books are overdue if anyone's looking for a bad bitch,1,RT @user I just realised my library books are overdue if anyone's looking for a bad bitch
RT @xtruthseekerx_: @NotoriousBeep blaxican,1,RT @user @user blaxican
RT @FINALLEVEL: Follow my DOG.. he has over 17K bitches RT @CuteSpartacus: I made a golden retriever my bitch today at the park. http:// ...,1,RT @user Follow my DOG.. he has over 17K bitches RT @user I made a golden retriever my bitch today at the park. http:// ...
Juss got this hoe. Free so why not? Lop :p http://t.co/TR8b5D7U,1,Juss got this hoe. Free so why not? Lop :p [URL]
"RT @RealNiggaSherm: ""@1stBlocJeremiah: @RealNiggaSherm you home. Niggaz in that bitch was some hoes yaknow"" yazz I gotta do applewood n shit",1,"RT @user ""@user @user you home. Niggaz in that bitch was some hoes yaknow"" yazz I gotta do applewood n shit"
I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl,2,I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl
RT @MoccaBitchx3: I text bitches at 11:12 ..... Make they wish come true ;),1,RT @user I text bitches at 11:12 ..... Make they wish come true ;)
@jocsoriano ima call you of a different number cuz moms still on sum hoe shit,1,@user ima call you of a different number cuz moms still on sum hoe shit
@FenkellPayroll y'all niccas bout to blow fool!! Lol can't wait for the world to see this Detroit shit nicca!,1,@user y'all niccas bout to blow fool!! Lol can't wait for the world to see this Detroit shit nicca!
This is really for @BrianStann RT @JimDaves: @WesDurham Exploding giant yellow ducks. You&#8217;ll appreciate this: http://t.co/SpOhTpl8uV,2,This is really for @user RT @user @user Exploding giant yellow ducks. Youll appreciate this: [URL]
If you body count more then mine you a hoe js.,1,If you body count more then mine you a hoe js.
RT @kohkohbxtchzz: Real bitches (like me) make sure you get some even when they not. Lol,1,RT @user Real bitches (like me) make sure you get some even when they not. Lol
RT @TooMessedUp: Fucking retarded question... http://t.co/9GW3iYByh3,1,RT @user Fucking retarded question... [URL]
"Carter needs to shut the fuck up, fucking bitch ass always trying to start shit",1,"Carter needs to shut the fuck up, fucking bitch ass always trying to start shit"
@SammyLightning_ Tim's a pussy,1,@user Tim's a pussy
triple fudge brownie chunk ice cream #LifeChanging,2,triple fudge brownie chunk ice cream #LifeChanging
My mom's a fucking cunt dude.,1,My mom's a fucking cunt dude.
I know bitches who sell pussy for 3.5's,1,I know bitches who sell pussy for 3.5's
@tupacselenas bitch smd,1,@user bitch smd
RT @SteeloBrim: Captain Kirk hoe!,1,RT @user Captain Kirk hoe!
&#128557;&#128557;&#128557; Foh RT @MizzCreme: #IDGT RT @eTheHustla: Good pussy don't neva get tired!!!,1,Foh RT @user #IDGT RT @user Good pussy don't neva get tired!!!
All a nicca need is time .. #BePatient,1,All a nicca need is time .. #BePatient
"got a death wish against like 675 cunts, I'm just no a happy man #fuckittt",1,"got a death wish against like 675 cunts, I'm just no a happy man #fuckittt"
RT @CloydRivers: Some of you fellas should dress up as real men for Halloween. 'Cause you've been actin' like bitches all year long. Merica.,1,RT @user Some of you fellas should dress up as real men for Halloween. 'Cause you've been actin' like bitches all year long. Merica.
"RT @IamMrEchols: Lmao &#8220;@GuruJeremy: A hoe's best excuse is ""it just happened"" lol. No. You being a hoe just happened. It's okay to admit it&#8230;",1,"RT @user Lmao @user A hoe's best excuse is ""it just happened"" lol. No. You being a hoe just happened. It's okay to admit it"
damn they gonna leave beth here long term. trash,1,damn they gonna leave beth here long term. trash
""" bitches get cut off everyday B """,1,""" bitches get cut off everyday B """
RT @DragonflyJonez: Chicks would get tired of Dr Dre calling them a bitch and go listen to Jodeci talk about how they'd give her their hous&#8230;,1,RT @user Chicks would get tired of Dr Dre calling them a bitch and go listen to Jodeci talk about how they'd give her their hous
"@SKEEerra thanks, the bitch that proofread my tweets on vacation this week...",1,"@user thanks, the bitch that proofread my tweets on vacation this week..."
All my hoes got money she in the mall she ballin bitch buy something for me,1,All my hoes got money she in the mall she ballin bitch buy something for me
Seeing another baseball team just makes me wanna book my @Yankees trip right now.,2,Seeing another baseball team just makes me wanna book my @user trip right now.
Marijuana turn good pussy great..,1,Marijuana turn good pussy great..
hoe w the chanel backpack...... please.....,1,hoe w the chanel backpack...... please.....
&#8220;@Erikaj00: Killin in tekken 6 &#128526;&#8221; lies you trash,1,@user Killin in tekken 6 lies you trash
"I gassss on these niggas, I got gas for all these hoes",1,"I gassss on these niggas, I got gas for all these hoes"
@MakeAnothaHov T.o. was a faggot crybaby,0,@user T.o. was a faggot crybaby
RT @VillageBae: All Detroit niggas do is listen to DBCO and fuck other niggas bitches while trying to hold on to their own with no money an&#8230;,1,RT @user All Detroit niggas do is listen to DBCO and fuck other niggas bitches while trying to hold on to their own with no money an
RT @PacmanJonez: @HarlanCoben @taylor_TM @PhilWOTG they are both bitches.,1,RT @user @user @user @user they are both bitches.
Theres one dude i can not stand at my school because he stays on the freshman girls and girls from other schools cause none fw him. #bitch,1,Theres one dude i can not stand at my school because he stays on the freshman girls and girls from other schools cause none fw him. #bitch
@felicity182 i think u need a massage or a pussy in your mouth to make u feel less stressed out don't u think?,1,@user i think u need a massage or a pussy in your mouth to make u feel less stressed out don't u think?
"@NFLBadwitch bitch please. Don't get shot, Doug. @TheJazzyBelle",1,"@user bitch please. Don't get shot, Doug. @user"
"RT @prolongshop: #LED #Christmas #decor Lights 10m 33ft 100 LED #Fairy string #Light for Outdoor/Indoor, 

http://t.co/2ew0jjhB6n",2,"RT @user #LED #Christmas #decor Lights 10m 33ft 100 LED #Fairy string #Light for Outdoor/Indoor, [URL]"
"@ItsJusMeJoJo lol you've tweeted ""bitch"" an excessive amount (for you) today. you ok?",1,"@user lol you've tweeted ""bitch"" an excessive amount (for you) today. you ok?"
Charlie Clips vs Yung Ill review http://t.co/TwHJ0w1QJQ,2,Charlie Clips vs Yung Ill review [URL]
"you lil dumb ass bitch, i ain't fuckin wit chu!.. i got a million, trillion things i'd rather fuckin' do.. than to be fuckin witchu.",1,"you lil dumb ass bitch, i ain't fuckin wit chu!.. i got a million, trillion things i'd rather fuckin' do.. than to be fuckin witchu."
"@DizzyBala whoa, calling me a cunt?",1,"@user whoa, calling me a cunt?"
@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha,2,@user @user @user ha booner has that twitter @user ha
RT @lamessican: I love when bitches throw shade. Just confirms i'm doing something right &#128514;,1,RT @user I love when bitches throw shade. Just confirms i'm doing something right
Slide in the pussy like a surfboard,1,Slide in the pussy like a surfboard
RT @DNAinfoCHI: The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds http://&#8230;,2,RT @user The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds [URL]#8230;
"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one. 
 http://t.co/y09Waoe4EM&#8221;",0,GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one. [URL]#8221;
RT @GUNSandcrayons: What's wrong with these bitches breh http://t.co/wcGJoUdeue,1,RT @user What's wrong with these bitches breh [URL]
"if dey go to linch together, she gon eat that pussy befo they come back....",1,"if dey go to linch together, she gon eat that pussy befo they come back...."
"RT @FriendlyAssh0le: ""You curse too much""

bitch you breathe too much, shut the fuck up",1,"RT @user ""You curse too much"" bitch you breathe too much, shut the fuck up"
@delaney_guinan ol rachet ass bitch,1,@user ol rachet ass bitch
That awkward moment when a hoe says she's not a hoe.,1,That awkward moment when a hoe says she's not a hoe.
make ur bitch want some more &#127908;&#127911;,1,make ur bitch want some more
"""@jSadass: loud bitches annoy me""",1,"""@user loud bitches annoy me"""
"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",1,"""@user The facts on tattoos...tattoo [URL]"" he's a pussy with not tattooing them nipples"
RT @basedamERICan: When you stuck in the middle of the jungle but see a bad bitch Chillin by the mango tree... http://t.co/YRpGM7JC1s,1,RT @user When you stuck in the middle of the jungle but see a bad bitch Chillin by the mango tree... [URL]
This bitch said she'll do something strange for some change,1,This bitch said she'll do something strange for some change
"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! #DietSchmiet @Oreo",2,"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! #DietSchmiet @user"
loner.. stoner.. tell yo bitch to bite da boner,1,loner.. stoner.. tell yo bitch to bite da boner
"If you single, just start hitting up those hoes. &#128524; &#128129;",1,"If you single, just start hitting up those hoes."
Happy birthday to this coon ass nigga buckcity @ThatLatsonKidd,0,Happy birthday to this coon ass nigga buckcity @user
Snapchat me bitches @/jaceyjanette,1,Snapchat me bitches @user
u ho@RealWizKhalifa u hot i really like the way u keep te flow natural,2,u ho@user u hot i really like the way u keep te flow natural
Jazz jumbo dick corporations. Making bitches tap out since 1999,1,Jazz jumbo dick corporations. Making bitches tap out since 1999
"&#8220;@__nijel: This hoe Mimi said ""I hurt my hand"" &#128529;&#8221;&#128514;&#128514;&#128514; bitch her throat &#128514;&#128514;",1,"@user This hoe Mimi said ""I hurt my hand"" bitch her throat"
RT @RakwonOGOD: When ya side hoe tryna act up http://t.co/ayfGKVdEZI,1,RT @user When ya side hoe tryna act up [URL]
Just seen a dude wearing all black and white outfit with Pyrex shorts. She's getting some pussy tonight.,1,Just seen a dude wearing all black and white outfit with Pyrex shorts. She's getting some pussy tonight.
Yall Niggahs got me fucked up thinkin ima soft ass Lemme sing a love song to you ass niggah &#9995; .,1,Yall Niggahs got me fucked up thinkin ima soft ass Lemme sing a love song to you ass niggah .
@mcclearyb0y other than those the university and the white black and red ones .. The rest trash anyway. They just making shit up now,1,@user other than those the university and the white black and red ones .. The rest trash anyway. They just making shit up now
"RT @iamMaliachigh: Every bitch with her ass out on Instagram bio be like 

deleted at 100k for booking email backpagepussy@gmail.com",1,RT @user Every bitch with her ass out on Instagram bio be like deleted at 100k for booking email backpagepussy@user
I'm still weak off the bitch gettin pissed on lol,1,I'm still weak off the bitch gettin pissed on lol
RT @kingsleyyy: That look after you just put a bitch in their place http://t.co/GPND50I5Of,1,RT @user That look after you just put a bitch in their place [URL]
hey shawnda.. I'm rich bitch!!,1,hey shawnda.. I'm rich bitch!!
RT @RealKidLegend: Being a hoe means FUCKIN a lot of people NOT TALKING to a lot of people! Y'all mufuckas be having shit mixed up! &#128530;&#9995;&#128175;,1,RT @user Being a hoe means FUCKIN a lot of people NOT TALKING to a lot of people! Y'all mufuckas be having shit mixed up!
"@sekhmet1975 Cactus is a yellow lab chow mix too! Hershey was everybody's ""active"" buddy. Cactus is one special pup. She's an Angel.",2,"@user Cactus is a yellow lab chow mix too! Hershey was everybody's ""active"" buddy. Cactus is one special pup. She's an Angel."
mmm you still a hoe,1,mmm you still a hoe
I know some ratchet bitches and they rep the North side,1,I know some ratchet bitches and they rep the North side
"RT @MrFrankOcean__: Kim K a hoe, because she fucked 4 dudes we see on TV? Some of you hoes have fucked 40 dudes that don't even got a TV ...",1,"RT @user Kim K a hoe, because she fucked 4 dudes we see on TV? Some of you hoes have fucked 40 dudes that don't even got a TV ..."
"I been way to consistent on niggas , I'm have to drop some trash to get appreciated",1,"I been way to consistent on niggas , I'm have to drop some trash to get appreciated"
@RepulsiveTool And the only band that sucked worse live is those fags Guns &amp; Poses.,0,@user And the only band that sucked worse live is those fags Guns Poses.
"&#8220;@concretesledge_: Gwyneth Paltrow you ugly ass big bird looking bitch, shut the fuck up.&#8221; &lt;&lt;That's pretty much IN YOUR FACE!
Bravo!",1,"@user Gwyneth Paltrow you ugly ass big bird looking bitch, shut the fuck up. That's pretty much IN YOUR FACE! Bravo!"
Bet Charlie Strong has contacted Ridley,2,Bet Charlie Strong has contacted Ridley
@discordianslip If you say one disparaging word about the Charlie Brown xmas special I will slash the tires on your car.,1,@user If you say one disparaging word about the Charlie Brown xmas special I will slash the tires on your car.
RT @Gresham_Major: U tell us you fuckin barbarian RT @TypoGawd: Does pussy juice really help ya beard grow?,1,RT @user U tell us you fuckin barbarian RT @user Does pussy juice really help ya beard grow?
@_TurnDownDre @kushdaddycorr lmao you stupid nigger,0,@user @user lmao you stupid nigger
@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga,0,@user bitch shut the fuck up goddam your a slut bitch whore nigga
RT @UrKindOfBrand: Vote or Die bitches,1,RT @user Vote or Die bitches
Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.,2,Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.
This bitch is nasty,1,This bitch is nasty
"Lmao this bitch high asf and she asked me ""Do I look high?""",1,"Lmao this bitch high asf and she asked me ""Do I look high?"""
"RT @Loxodonta_s: #News &#8212; #Democrats and #AntiSemitism &#8212; #Jewish group condemns VP Joe Biden&#8217;s offensive reference to ""Shylocks"" http://t.co&#8230;",2,"RT @user #News #Democrats and #AntiSemitism #Jewish group condemns VP Joe Bidens offensive reference to ""Shylocks"" [URL]#8230;"
@MrRedMartian this pic is trash. D!ck is dry af.,1,@user this pic is trash. D!ck is dry af.
@weGIANTS Yeah I'm trying to. Ain't recorded in about a month. Been spiraling downward Mayne. An empty son of a bitch folk,1,@user Yeah I'm trying to. Ain't recorded in about a month. Been spiraling downward Mayne. An empty son of a bitch folk
I'm the bitch that a come out n sweats n still have Ya nigga checking for me&#128526;,1,I'm the bitch that a come out n sweats n still have Ya nigga checking for me
Fantasy squad doing so trash :/,2,Fantasy squad doing so trash :/
"RT @SirStern: Claim whatever part of her u please, fuck her to bliss or bruise her sweet pussy with a crop till she begs to be your filthy &#8230;",1,"RT @user Claim whatever part of her u please, fuck her to bliss or bruise her sweet pussy with a crop till she begs to be your filthy"
"@ChrisSFMori 
gun sales have skyrocketed. Gun crime has fallen sharply.
Any claim to the contrary is using fuzzy math.",2,@user gun sales have skyrocketed. Gun crime has fallen sharply. Any claim to the contrary is using fuzzy math.
Chick got a man but no edges. Niggas got hoes but no diploma . Damn,1,Chick got a man but no edges. Niggas got hoes but no diploma . Damn
"RT @teapot: Stuff broke loose, must not panic and share GIF instead http://t.co/JL4GuIeJ84",2,"RT @user Stuff broke loose, must not panic and share GIF instead [URL]"
Smh queer,0,Smh queer
"I must have pissed this nigga off aha um, because he my hoe &amp; he acting OUTTA line &#128514;&#128557;",1,"I must have pissed this nigga off aha um, because he my hoe he acting OUTTA line"
But Carl is a bitch &#128526;,1,But Carl is a bitch
"RT @scottvtracy: @AbuYazidMuawiya @amustafaanbari1 Congratulations for reinforcing the stereotype for insecure, uneducated, uncivilized, ba&#8230;",2,"RT @user @user @user Congratulations for reinforcing the stereotype for insecure, uneducated, uncivilized, ba"
I want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable.,2,I want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable.
OGs Love too See a yung nicca come up,1,OGs Love too See a yung nicca come up
That awkward moment when #IGotDrunkAnd you're still an ugly hoe,1,That awkward moment when #IGotDrunkAnd you're still an ugly hoe
@sadiiex_ Lol shut up bitch..im alive! i just been going through it...but im good now,1,@user Lol shut up bitch..im alive! i just been going through it...but im good now
"first thing to do when you meet a famous star:

sell my hoe",1,first thing to do when you meet a famous star: sell my hoe
@gezus__ @Buckm00se lol this faggot hid from the moon boss we i was helping him,1,@user @user lol this faggot hid from the moon boss we i was helping him
You a hoe if you take a taxi to the club,1,You a hoe if you take a taxi to the club
"Bt dubz, ur best pals bitch about u to me quite often... #stoplivingafuckinglie #hatredisincreasing",1,"Bt dubz, ur best pals bitch about u to me quite often... #stoplivingafuckinglie #hatredisincreasing"
I'm bout to hop off this hoe they Tryna get on my ass,1,I'm bout to hop off this hoe they Tryna get on my ass
RT @eternalhbic: if u got cotton mouth u can eat my pussy,1,RT @user if u got cotton mouth u can eat my pussy
@TylerDunn22 all strippers and sexy hoes follow my mans!!,1,@user all strippers and sexy hoes follow my mans!!
Ain't no pussy better than loyal pussy!,1,Ain't no pussy better than loyal pussy!
Or their music is trash,2,Or their music is trash
@KEIRRANicolee I didn't know you was following me hoe &#128514;,1,@user I didn't know you was following me hoe
"@Krbfarms @Cornfrmr I was gone once, dog ran a coon up the transformer pole, she picked it off with one shot-and still had electricity!",2,"@user @user I was gone once, dog ran a coon up the transformer pole, she picked it off with one shot-and still had electricity!"
Sloppy ignorance in all my pockets come her lil bitch I want sloppy toppy,1,Sloppy ignorance in all my pockets come her lil bitch I want sloppy toppy
Fuck all these dirty hoes these bitches basic,1,Fuck all these dirty hoes these bitches basic
That nig Darion couldn't help but act like the camera was on him... He didn't keep any composure eattin those crawfish hahaha,1,That nig Darion couldn't help but act like the camera was on him... He didn't keep any composure eattin those crawfish hahaha
@b0ssladyRe go to sleep bitch,1,@user go to sleep bitch
"RT @DFkinLopes: Me: You're a hoe
Hoe: You wasn't saying that August 12, 2014 at 7:22 PM
Me: Well you're a hoe today on October 1st 2014 at &#8230;",1,"RT @user Me: You're a hoe Hoe: You wasn't saying that August 12, 2014 at 7:22 PM Me: Well you're a hoe today on October 1st 2014 at"
If I called you a bitCh then you'd prolly hate me .. If I called you a bad bitch then you'll prolly thank me!,1,If I called you a bitCh then you'd prolly hate me .. If I called you a bad bitch then you'll prolly thank me!
"I'm a redneck, but without the homophobia and racism",2,"I'm a redneck, but without the homophobia and racism"
That hate shit dont mean nothing bitch im feeling myself http://t.co/idmcA55SiD,1,That hate shit dont mean nothing bitch im feeling myself [URL]
I wish I smoked so I could hit more smoker loser hoes,1,I wish I smoked so I could hit more smoker loser hoes
"RT @Luisaco_: @Tonymartinezz15 dude last day, fuck it walk out that bitch",1,"RT @user @user dude last day, fuck it walk out that bitch"
RT @RT_America: US Army removes &#8216;negro&#8217; as official reference to black people after public outrage http://t.co/qtiTEzE7Bh http://t.co/nudHr&#8230;,1,RT @user US Army removes negro as official reference to black people after public outrage [URL] [URL]#8230;
&#8220;@ThatDamnTwerk1 Beef is when a bitch titties looking like they sleep... RT @laidback_813: What's beef...&#8221; http://t.co/P2lR0nko6o,1,@user Beef is when a bitch titties looking like they sleep... RT @user What's beef... [URL]
RT @SolelyJones: Lowkey Apple made iOS 8 like this so niggas get caught and have to buy their bitches iphone 6s to make up,1,RT @user Lowkey Apple made iOS 8 like this so niggas get caught and have to buy their bitches iphone 6s to make up
The value of Abu Qutada&#8217;s statement is that his credentials in Jihadi circles are impeccable. He&#8217;s facing trial on terrorism charges.,2,The value of Abu Qutadas statement is that his credentials in Jihadi circles are impeccable. Hes facing trial on terrorism charges.
RT @LeBronVuitton: Kill'lees hoes when I feel like it,1,RT @user Kill'lees hoes when I feel like it
How are you gonna be a cunt to your friends,1,How are you gonna be a cunt to your friends
Yo can you guys stop being little bitches just know everything happens for a reason of your meant to be you will be &#128079;,1,Yo can you guys stop being little bitches just know everything happens for a reason of your meant to be you will be
"All trash RT @nicekicks: Now that's a lot of stolen shoes...

https://t.co/q0wswXE7Fw",2,All trash RT @user Now that's a lot of stolen shoes... [URL]
"@Bitterchick 
Dare be only one bag dat folks be suckin on what I comes to yo partayyyy! All da ofay be wantin to ride in my eldorato",2,@user Dare be only one bag dat folks be suckin on what I comes to yo partayyyy! All da ofay be wantin to ride in my eldorato
"RT @itscoleharmon_: s/o to all those girls who are curled up in a ball in their bed waiting for that goodnight text. go to sleep bitch, he &#8230;",1,"RT @user s/o to all those girls who are curled up in a ball in their bed waiting for that goodnight text. go to sleep bitch, he"
"RT @Yankees: #Yankees win, 6-5, on a #walkoff single by Derek Jeter!!!!!! #FarewellCaptain",2,"RT @user #Yankees win, 6-5, on a #walkoff single by Derek Jeter!!!!!! #FarewellCaptain"
I got more trust in drugs then these dumb ass bitches,1,I got more trust in drugs then these dumb ass bitches
"Gonna make a chicken sandwich, put half a bottle of tapatio on that bitch, and figure some shit out",1,"Gonna make a chicken sandwich, put half a bottle of tapatio on that bitch, and figure some shit out"
Tell that hating ass niggah to shut the fuck up,1,Tell that hating ass niggah to shut the fuck up
Waddup bitch I gotta get tf outta this town tonite http://t.co/fDc54X3cB0,1,Waddup bitch I gotta get tf outta this town tonite [URL]
@britneyspears not that it matters but im proud of ur little ass! im n old southern bitch. hang n there baby!,1,@user not that it matters but im proud of ur little ass! im n old southern bitch. hang n there baby!
Ima spread that pussy out like a acre,1,Ima spread that pussy out like a acre
