text,label,clean_text
@xDSmooth follow me back hoe,1,@user follow me back hoe
All of my bitches know they temporary,1,all of my bitches know they temporary
@SteveStockmanTX bullshit..i guess the poor have all the money..tax money movers at same rate as working people..you teabaggers are traitors,1,@user bullshit..i guess the poor have all the money..tax money movers at same rate as working people..you teabaggers are traitors
RT @Trap_Jesus: RT @StrangePintura: &#128557; RT @TheRealTenski: She went all the way to Home Depot just to take a sink pic I hate you hoes http://&#8230;,1,rt @user rt @user rt @user she went all the way to home depot just to take a sink pic i hate you hoes [url]#8230;
RT @Royals: #Royals win!! KC with a 2-0 blanking of the Yankees to take the series in the Bronx! #BeRoyalKC,2,rt @user #royals win!! kc with a 2-0 blanking of the yankees to take the series in the bronx! #beroyalkc
I'm mattwho da boy hoe check me out I do some amazing shit,1,i'm mattwho da boy hoe check me out i do some amazing shit
I hope the trash I talk abt @CNN's poor product doesn't hurt my chances of getting hired as a legal correspondent. I was jk CNN.,2,i hope the trash i talk abt @user poor product doesn't hurt my chances of getting hired as a legal correspondent. i was jk cnn.
@Zach_Thein you pussy,1,@user you pussy
@selina_dabbagh the song? About pollo hermanos and Heisenberg?,2,@user the song? about pollo hermanos and heisenberg?
"Thanks Charlie, have a great evening @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74",2,"thanks charlie, have a great evening @user @user @user @user @user @user"
"If luke hemmings really thinks they're trash, I MUST BE FUCKING DIRT BC YOU BOYS ARE BEAUTIFUL DAMMIT",1,"if luke hemmings really thinks they're trash, i must be fucking dirt bc you boys are beautiful dammit"
"If you're not directly descended from European royalty and upper nobility, then you're not fully human. You're just common gutter trash.",2,"if you're not directly descended from european royalty and upper nobility, then you're not fully human. you're just common gutter trash."
@TielerMLG @psvch @HalfAssed_ coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards,0,@user @user @user coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards
"Faded, swear to god I'm faded.. my bitch educated had her clients pay the payment",1,"faded, swear to god i'm faded.. my bitch educated had her clients pay the payment"
' I ain't trippen off you no mo &#1041204;&#9995; I done dropped you &#1043360; Knocked 4owe &#1043359; I could Neva be a foo for a hoe &#1043357;&#1043357; I put... http://t.co/GAIElrPDIK,1,' i ain't trippen off you no mo i done dropped you knocked 4owe i could neva be a foo for a hoe i put... [url]
RT @jessielee1028: @Hawkdaddy300 @GavinMHawks21 @Ur_Boy_George yeah I don't think that's okay...Fuckin drop it. You shouldn't even joke abo&#8230;,1,rt @user @user @user @user yeah i don't think that's okay...fuckin drop it. you shouldn't even joke abo
"It wus yo fat ass that filled out the application to work there, not me bitch.....",1,"it wus yo fat ass that filled out the application to work there, not me bitch....."
@equallydestruct bitch firstly it's resting on my titties and secondly if U WAS PAYING ATTENTION YOUD HAVE SEEN WHEN I SAID I ROLLED INTO IT,1,@user bitch firstly it's resting on my titties and secondly if u was paying attention youd have seen when i said i rolled into it
"If the only thing she talks about is her eyebrows, she got forest pussy.",1,"if the only thing she talks about is her eyebrows, she got forest pussy."
@Flyers4Cup boy I had no idea that was coming. It's called a smartphone. You're horrible at trash talk,2,@user boy i had no idea that was coming. it's called a smartphone. you're horrible at trash talk
@sandcowboy31 hey it's hillbilly jim and Greg the hammer valentine #pffttt,2,@user hey it's hillbilly jim and greg the hammer valentine #pffttt
"RT @Rockprincess818: Obama is Allowing millions of illegal aliens, drug cartels, and terrorists to enter our open borders...Liberal retards&#8230;",1,"rt @user obama is allowing millions of illegal aliens, drug cartels, and terrorists to enter our open borders...liberal retards"
RT @RealJohnBrannon: check it out you gotta vodka soda &amp; a lemon on the bottom of that bitch ? thats cool,1,rt @user check it out you gotta vodka soda a lemon on the bottom of that bitch ? thats cool
@M_Carbonaro Nice pussy.,1,@user nice pussy.
Fresh polo on you bitches,1,fresh polo on you bitches
"@realmarycarey @dolvett he's a better trainer, Jillian really acts like a bitch sometimes!",1,"@user @user he's a better trainer, jillian really acts like a bitch sometimes!"
"RT @TayTheBADDIE: Never discuss cheese with a rat , talk bread with a bird , or make moves with a snake &#128175;&#128076;",2,"rt @user never discuss cheese with a rat , talk bread with a bird , or make moves with a snake"
@ravenalegria13 @prattprattpratt I was impressed that anybody could chug a Smirnoff Ice that quickly.,2,@user @user i was impressed that anybody could chug a smirnoff ice that quickly.
But they only talk on twitter bc pussies in real life,1,but they only talk on twitter bc pussies in real life
"@05proFESSOR Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price, the pitching coach",2,"@user charlie sheen could coach better than crusty dusty. yeah they hired bryan price, the pitching coach"
@angelo_papale lol now all ya need is sum beacg bod abs pussy boy,1,@user lol now all ya need is sum beacg bod abs pussy boy
"RT @worley_7: Enough with the mind fuck and pass me the fucking nachos, cunt.",1,"rt @user enough with the mind fuck and pass me the fucking nachos, cunt."
I just fell in love. Just saw the baddest bitch driving a 2014 e350 amg coupe &#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;,1,i just fell in love. just saw the baddest bitch driving a 2014 e350 amg coupe
Nuke town that pussy,1,nuke town that pussy
"Nicholas Rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" #spellingbee",2,"nicholas rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" #spellingbee"
@Pandah_Pooh put your money up pussy,1,@user put your money up pussy
New @TimbersFC jersey should be yellow with a green chevron stripe like charlie brown's jersey,2,new @user jersey should be yellow with a green chevron stripe like charlie brown's jersey
"RT @kushed_420: ""It's a joke bitch, fix ya face"" &#128514;&#128514;&#128514;&#128557;&#128557; http://t.co/8lRHRZcaUK",1,"rt @user ""it's a joke bitch, fix ya face"" [url]"
RT @Sexualgif: when u go through bae's phone &amp; there's no hoes on there http://t.co/CYEJV5l608,1,rt @user when u go through bae's phone there's no hoes on there [url]
"If I was stranded on a desert island and I could only bring 1 thing, I would bring Dora. That hoe has everything in that backpack.",1,"if i was stranded on a desert island and i could only bring 1 thing, i would bring dora. that hoe has everything in that backpack."
"RT @KillAllSimps: Bitches see a picture of a couple walking on the stairs together and caption it ""Goals &#128525;&#128588;"", bitch all they doing is going&#8230;",1,"rt @user bitches see a picture of a couple walking on the stairs together and caption it ""goals "", bitch all they doing is going"
"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..",0,"i hate that my mom says she trying to move out here... like bitch the only reason your ""trying"" is because you don't have a place to live.."
RT @That1guyJeff: RT @rebeccaisfresh: carrot cake is trash. too sweet. http://t.co/rxrowJMbW0,2,rt @user rt @user carrot cake is trash. too sweet. [url]
RT @most_DUEP: I occasionally go to play flappy bird and then I die before getting one and remember how much I hate it.,2,rt @user i occasionally go to play flappy bird and then i die before getting one and remember how much i hate it.
when ya name gain weight ya ex hoes can't let go,1,when ya name gain weight ya ex hoes can't let go
RT @TheSuperNegro_: Can't believe you bitches find this remotely appealing. http://t.co/TKwwapczGr,1,rt @user can't believe you bitches find this remotely appealing. [url]
"#anywere &#8220;@TheCooleyShow: LA = palm trees and great weather 
Any were else = horrible weather and no bitches&#8221;",1,#anywere @user la = palm trees and great weather any were else = horrible weather and no bitches
Meek mill said get yo game up before you lose yo bitch damn lol,1,meek mill said get yo game up before you lose yo bitch damn lol
@ICBC_World214 lol nigga just walk in that hoe looking for girls don't even wanna buy nothing,1,@user lol nigga just walk in that hoe looking for girls don't even wanna buy nothing
RT @1RudeAssNinja: @Yung_N_GettinIt @carleycarllz bro don't argue with these rejected ass Disney models bitches better go play in some food&#8230;,1,rt @user @user @user bro don't argue with these rejected ass disney models bitches better go play in some food
got to the club early just to get in free and wait for hoes to show up,1,got to the club early just to get in free and wait for hoes to show up
If you are out clubbing every weekend and leaving your child with your baby momma I don't wanna hear you bitch about child support. &#128056;&#9749;,1,if you are out clubbing every weekend and leaving your child with your baby momma i don't wanna hear you bitch about child support.
Happy Easter you dirty sons a bitches! #NFG #WGE #FindTheEggs #EggsAreInHerAss http://t.co/pNQLgWzNd3,1,happy easter you dirty sons a bitches! #nfg #wge #findtheeggs #eggsareinherass [url]
They must be Russian birds! Russian birds are known for invading Chiminea. @SaintRPh @KimMarcumTexas,2,they must be russian birds! russian birds are known for invading chiminea. @user @user
This bitch keep playin wit my hair like she dont got her own.,1,this bitch keep playin wit my hair like she dont got her own.
I say smash the panomera I buy a new one hoe,1,i say smash the panomera i buy a new one hoe
@HomoHulk same here. Fucking hated that bitch.,1,@user same here. fucking hated that bitch.
How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,2,how long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? any thoughts?
@RobFernau @GregAbbott_TX @NRA dead babies piled up like trash at a dump Something to be proud of,1,@user @user @user dead babies piled up like trash at a dump something to be proud of
&#128514;&#128514; &#8220;@mcdonavins: Of course cooder's nudes are trash. She lives in the DMV what did you expect? &#128514;&#128514;&#128514;.&#8221;,1,@user of course cooder's nudes are trash. she lives in the dmv what did you expect? .
RT @HitmanHolla: RT @AYEVERB: OK I'm watching mook vs lux....neither of them was good... But mook won 3-0 ..this wasn't CLOSE to me vs hitm&#8230;,2,rt @user rt @user ok i'm watching mook vs lux....neither of them was good... but mook won 3-0 ..this wasn't close to me vs hitm
RT @__Junebugg: @VoiceOfDStreetz hell yea save money like a hoe,1,rt @user @user hell yea save money like a hoe
@Alan_Casillas nah i thought u had to bitches lol didnt know peters girl was one of them lmao,1,@user nah i thought u had to bitches lol didnt know peters girl was one of them lmao
Cheese bitch chupacabra looking fuxk http://t.co/gWhNZ0JCb1,1,cheese bitch chupacabra looking fuxk [url]
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Erotic | Erotic and wild tits and pussy fucking http://t.co/8HkC56j7c9",1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #erotic | erotic and wild tits and pussy fucking [url]"
RT @kurngb: Fuck wrong w/ these bitches lately?,1,rt @user fuck wrong w/ these bitches lately?
RT @heyamandakrebs: I bet there are hella rednecks who just got super pissed at that Coke commercial,1,rt @user i bet there are hella rednecks who just got super pissed at that coke commercial
"RT @itsqwan_DUH: Vibing with my bitches ,on this &#9981;&#65039; feeling good &#128076;&#127811;&#128168; #SlowJams #NeverADullMoment #WithTheseBitches &#128540; @_LiYAHM0NE @imangie_&#8230;",1,"rt @user vibing with my bitches ,on this feeling good #slowjams #neveradullmoment #withthesebitches @user @user"
@taylanicolexo you're just a pussy.,1,@user you're just a pussy.
@MyButtSweats ay nigguh so when ya coming back,1,@user ay nigguh so when ya coming back
&#8220;@daijahshardaee: &#128514;&#128514; @100046729 bitches so late &#128564;&#128129;&#8221; ion exposed &#128514;&#128564;,1,@user @user bitches so late ion exposed
Breaking yo bitch like a KitKat nigga,1,breaking yo bitch like a kitkat nigga
All These hoes sooo average &#128553;&#128533;,1,all these hoes sooo average
"@jordan536633 @heydenbunsyolo @bird_lovin bitch what huh nigga am not gonna do damn thing sir this my page, oh what u forgot",1,"@user @user @user bitch what huh nigga am not gonna do damn thing sir this my page, oh what u forgot"
Yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life,2,yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life
"I went to see This is Where I Leave You, at a movie theater with tables and real food! It was fun. I ordered a brownie dessert. :P",2,"i went to see this is where i leave you, at a movie theater with tables and real food! it was fun. i ordered a brownie dessert. :p"
RT @donaldblack1995: &#8220;@VoiceOfDStreetz: This nigga jerry room smell like bad pussy!&#128530;&#8221;&#128514;&#128514;&#128514;,1,rt @user @user this nigga jerry room smell like bad pussy!
I bought a 357 and went back to the neighborhood and busted that bitch!,1,i bought a 357 and went back to the neighborhood and busted that bitch!
@FattyyTooRaw well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so.. &#128514;,2,@user well ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so..
&#128514;&#128514; &#8220;@Juggs201: SOMEBODY GONNA DIE &#128557;&#128557;&#128557; RT @SMCo71: @Juggs201 &#128514; theres a bitch on NJT setting up a lean as we tweet&#8221;,1,@user somebody gonna die rt @user @user theres a bitch on njt setting up a lean as we tweet
RT @NotRapd2Tite: &#8220;@VikkiNoSecrets: Nah we still up. RT @Tweets_NOchill: All the flat booty bitches asleep yet or Nah?&#8221; Nope we outchea,1,rt @user @user nah we still up. rt @user all the flat booty bitches asleep yet or nah? nope we outchea
Not a neanudda bitch @CONSTANTINE_D_,1,not a neanudda bitch @user
RT @tinatbh: rt if u a broke bitch with expensive taste,1,rt @user rt if u a broke bitch with expensive taste
@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,2,@user merry christmas hun !
@Katieloukarl lol tell that hoe grow up ahaha,1,@user lol tell that hoe grow up ahaha
@WyattNuckels who do you think I am bitch,1,@user who do you think i am bitch
@SteveWorks4You you havent evolved as a human being. Typical meathead redneck. I pity you. You dont know what freedom is about......,2,@user you havent evolved as a human being. typical meathead redneck. i pity you. you dont know what freedom is about......
especially since Rick and Andrea are banging each other in the comics but the bitch died already,1,especially since rick and andrea are banging each other in the comics but the bitch died already
@Marlin_FishyAss was like @SE__DoM had some gas cause I hit that bitch one time and ended up talkin shit all night bitch was fried &#128514;,1,@user was like @user had some gas cause i hit that bitch one time and ended up talkin shit all night bitch was fried
faggots http://t.co/DMKbGhai1z,0,faggots [url]
RT @duttyOGshake: for real this game is pub trash let's do drugs and get smashed,2,rt @user for real this game is pub trash let's do drugs and get smashed
@washingtonpost The people who work at those companies tend to be trash.,2,@user the people who work at those companies tend to be trash.
Sone of y'all bitches need morning glory milk baths &#128514;&#128514;&#128514;,1,sone of y'all bitches need morning glory milk baths
Fuck is Yall sayin bitch ma h456d love me &#128076;,1,fuck is yall sayin bitch ma h456d love me
"""Slow the fuck down, bitch, I know where you live!""

Classy young lady.",1,"""slow the fuck down, bitch, i know where you live!"" classy young lady."
RT @ISLANDBOI_RAMBO: @1stBlocJeremiah that hoe starleasha i heard she give uh nigga good ass education Lmao,1,rt @user @user that hoe starleasha i heard she give uh nigga good ass education lmao
RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;,0,rt @user you got niggas i got bitches but i want you...
RT @SirBhill: Bitches love Miley Cyrus and Rihanna cuz they speak to every girls inner hoe,1,rt @user bitches love miley cyrus and rihanna cuz they speak to every girls inner hoe
I never put no hoes b4 my bros,1,i never put no hoes b4 my bros
"RT @SoulYodeler: Go ahead and mock me, one day I'll sell enough of this make-up to drive the pink Mary Kay Cadillac and we'll see who's gay&#8230;",1,"rt @user go ahead and mock me, one day i'll sell enough of this make-up to drive the pink mary kay cadillac and we'll see who's gay"
RT @kimble_zyelon: when i see a pretty girl i be like YASSSS slay on these hoes &#128571;&#128525;&#128553;&#128514; http://t.co/bOVprgb4W9,1,rt @user when i see a pretty girl i be like yassss slay on these hoes [url]
you hoe spice,1,you hoe spice
*Searches my yellow pages app for the nearest Jack In The Box*,2,*searches my yellow pages app for the nearest jack in the box*
I'm gonna hoe the shit out of you when we meet again can't wait,1,i'm gonna hoe the shit out of you when we meet again can't wait
RT @xfleezus: cant turn a hoe into a housewife.,1,rt @user cant turn a hoe into a housewife.
RT @UFlorida: @GatorZoneFB It's a bird...It's a plane...It's Jake McGee! http://t.co/WVdLScoDvw,2,rt @user @user it's a bird...it's a plane...it's jake mcgee! [url]
RT @AntiCHILL: Just had a convo wit my ex n she reminded me y she is my ex smh idk y i even answerd for this bitch,1,rt @user just had a convo wit my ex n she reminded me y she is my ex smh idk y i even answerd for this bitch
"All I got for these hoes is dick, duct tape, and a stapler.",1,"all i got for these hoes is dick, duct tape, and a stapler."
RT @ItsFoodPorn: Oreo Cheesecake Bars http://t.co/RlHHIM98FL,2,rt @user oreo cheesecake bars [url]
RT @DrummerKid0328: @WB_Pooh_3x that fat bitch ruined everything &#128514;&#128514; fuck it though I was super burnt,1,rt @user @user that fat bitch ruined everything fuck it though i was super burnt
RT @Tr1zz: How bout some of you bitches be women for Halloween.,1,rt @user how bout some of you bitches be women for halloween.
I'm definitely watching that mook/ lux battle today damn it!!!,2,i'm definitely watching that mook/ lux battle today damn it!!!
Fizz a whole hoe outchea see would of been walking,1,fizz a whole hoe outchea see would of been walking
@UberFacts studies show that you're a faggot,0,@user studies show that you're a faggot
RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ holy fucking tittyy shit,0,rt @user @user @user stfu faggot a clip is 4+ holy fucking tittyy shit
And da hoes!! RT @Pr3ttyN33: I kno u hear vodka n the background &#127908;,1,and da hoes!! rt @user i kno u hear vodka n the background
RT @Ih8lightskins__: redskins gonna win and thats all im saying for the night,2,rt @user redskins gonna win and thats all im saying for the night
My pussy popz Severely https://t.co/sOAH0Z1jUv,1,my pussy popz severely [url]
@GorgeousCamry_ ight bitch ima see u,1,@user ight bitch ima see u
"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge.",2,"without serge, the bird chirps. the sun burns, the grass grows, the world turns. the moon glows, the river flows. but i die without serge."
You&#8217;re a bitch RT @FuckingPatBro: Ain&#8217;t seen y&#8217;all lose that bad since&#8230; RT @Thotcho: At work slitting my wrists currently. Thanks tom brady,1,youre a bitch rt @user aint seen yall lose that bad since rt @user at work slitting my wrists currently. thanks tom brady
"It's not ""pears"" bitch, it's PEAR.",1,"it's not ""pears"" bitch, it's pear."
The shit that you bitches brag about is hilarious,1,the shit that you bitches brag about is hilarious
@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo,0,@user - you know what you did you faggot. there are literally thousands of people that have you on their radar homo
&#8220;@ericwooden21 I need ran theo and theo HOMIE rocking the cool&#8221; I need some free shit or some hoes,1,@user i need ran theo and theo homie rocking the cool i need some free shit or some hoes
Stop giving these hoes half azz Dick plow it deep make her scream nd cream http://t.co/hwBWj9ui,1,stop giving these hoes half azz dick plow it deep make her scream nd cream [url]
With the birds i share this lonely view..,2,with the birds i share this lonely view..
@SteveWorks4You @teaparty ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar,2,@user @user ...anti american republicans and teabaggers stop forcing ur religion on the rest of us. stockman u dont pray.liar
RT @kid_nipsey_400: bitch what you thought ? &#128514;,1,rt @user bitch what you thought ?
@nikkiconner13 @bellabelcastro trippy hoes &#127744;&#127744;,1,@user @user trippy hoes
@Yes_THAT_KiKi hey send me your songs I need to put them hoes on a CD and bang em when I ride around,1,@user hey send me your songs i need to put them hoes on a cd and bang em when i ride around
I only fuck with bad bitches I'm stiff,1,i only fuck with bad bitches i'm stiff
RT @GMB_Ace: Lame bitches always Wanna try 2 Play a real Nigga like a Lame Bitch das how u get treated N cut loose&#9995;,1,rt @user lame bitches always wanna try 2 play a real nigga like a lame bitch das how u get treated n cut loose
Kinda RT @Peachpapayya: U mad friend?? RT @viaNAWF: Fat fucking funky nasty ass hoes,1,kinda rt @user u mad friend?? rt @user fat fucking funky nasty ass hoes
@seannn181 youre a fag,0,@user youre a fag
"RT @___TheFuckery: ""@187XO_: ' You messin with broke niggahs you gon be broke niggah &#1043323;&#1043323;&#1043323;&#1043323;&#10071;&#65039;"" nigga preeeeeeeach ! !",1,"rt @user ""@user ' you messin with broke niggahs you gon be broke niggah "" nigga preeeeeeeach ! !"
Bitches bitches bitches,1,bitches bitches bitches
"Do you ever look zayn and be like ""he cunt be reel""

 #EMABiggestFans1D",1,"do you ever look zayn and be like ""he cunt be reel"" #emabiggestfans1d"
@shefeelsD_Payne nigga don't be telling my business on this hoe lol,1,@user nigga don't be telling my business on this hoe lol
Today is fun but tuesday will be awesome. #IU v #michiganst #1UBB #hoosiers,2,today is fun but tuesday will be awesome. #iu v #michiganst #1ubb #hoosiers
@mckinley719 bitches bow down,1,@user bitches bow down
i really hate when hungry bitches put dick between friends. i swear yall should get beat the fuck up. ill show you friends.,1,i really hate when hungry bitches put dick between friends. i swear yall should get beat the fuck up. ill show you friends.
"@matt_chu22 @RyanRiehle I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy",0,"@user @user i'll do that, if you agree to take your ethiopian starvin looking nigger ass back to africa. #buyfoodlittleguy"
@kanyewest tell yo bitch to stop calling me fam ! http://t.co/6ZWo2a5wGI,1,@user tell yo bitch to stop calling me fam ! [url]
@Alan_Casillas niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool,1,@user niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool
@hoes &#9829;,1,@user
"You ain't got no job, no diploma, no money, bitch at your parents when they don't give you money for weed, yet We need to act like adults??",1,"you ain't got no job, no diploma, no money, bitch at your parents when they don't give you money for weed, yet we need to act like adults??"
"@SoopDevilles You DID. You crushed his ""I got me an EXOTIC bitch!"" dreams.",1,"@user you did. you crushed his ""i got me an exotic bitch!"" dreams."
How's this bitch wearing high heals right now,1,how's this bitch wearing high heals right now
"gonna get a tattoo of a teardrop on my dick
cause i murdered that pussy",1,gonna get a tattoo of a teardrop on my dick cause i murdered that pussy
ion like papoose but he went in lol,2,ion like papoose but he went in lol
"@Sponkymusiclady Besides, ur imposter idol looks nothing like The Word of God described the Saviour of Israel in Revelations. envious bitch!",1,"@user besides, ur imposter idol looks nothing like the word of god described the saviour of israel in revelations. envious bitch!"
Lets go hoes!! Its sing a long time!! You know the words.... trust an believe meeeeee,1,lets go hoes!! its sing a long time!! you know the words.... trust an believe meeeeee
"@Patchy_Beard G's up, hos down, Rush. I mean clearly he likes to party.",1,"@user g's up, hos down, rush. i mean clearly he likes to party."
Jax a hoe!,1,jax a hoe!
&#128588;&#128588;&#128588; RT @MidCityAce: Y'all excited about that strip mall being built in Louisiana and Claiborne?? That bitch gone be in fiya!!!! &#128514;&#128514;,1,rt @user y'all excited about that strip mall being built in louisiana and claiborne?? that bitch gone be in fiya!!!!
@YungRetweet bitch,1,@user bitch
"RT @GrownAssMidget: I&#8217;m a bitch? You&#8217;re a bitch. Your mom&#8217;s a bitch for having a bitch, your dad&#8217;s a bitch for fucking a bitch. Now who&#8217;s t&#8230;",1,"rt @user im a bitch? youre a bitch. your moms a bitch for having a bitch, your dads a bitch for fucking a bitch. now whos t"
Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up,1,bitch and who the fuck r u am speak when the fuck i feel like it and stop a pussy ass nigga and box the fuck up
I done hit bout 6 threes out this bitch,1,i done hit bout 6 threes out this bitch
"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",1,"""@user #hoesaintloyal"" well they're hoes,no one expects them to be loyal"
@DatBoyRayT bitch ass nigga Rico &#128530;,1,@user bitch ass nigga rico
&#128514;&#128514;&#128514; Nicca gotta team full of worsum hoes,1,nicca gotta team full of worsum hoes
yo hoe will get slayed! &#128298;,1,yo hoe will get slayed!
@abdullah_omar comes from a guy whose sole qualification to be CM is being the lucky sperm :-),2,@user comes from a guy whose sole qualification to be cm is being the lucky sperm :-)
Lmao he left that bitch&#128514;&#128514;&#128514;&#128514;,1,lmao he left that bitch
Playing games and wrestling are the only ways I bind with my brothers. That and the sex talk &amp; providing condoms. No raw dogging these hoes,1,playing games and wrestling are the only ways i bind with my brothers. that and the sex talk providing condoms. no raw dogging these hoes
RT @WWEGlFS: When a bitch asks to eat your ass. http://t.co/8OyPyJYgVe,1,rt @user when a bitch asks to eat your ass. [url]
Swag bitch #gratata http://t.co/aGswEopebp,1,swag bitch #gratata [url]
"Everytime I clean the room my mom tells me ""what bitch is coming over this time"" lmao what a dick !!",1,"everytime i clean the room my mom tells me ""what bitch is coming over this time"" lmao what a dick !!"
Dj Khaled is retarded,1,dj khaled is retarded
They updated Wukong's new splash so it doesn't look so fucking retarded,1,they updated wukong's new splash so it doesn't look so fucking retarded
RT @TalkHawkz: KMM get a fucking trash can on your head.,1,rt @user kmm get a fucking trash can on your head.
"bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em",0,"bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em"
RT @keithscho: Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.,1,rt @user watching the innocence of muslims. that dude who played muhammed must be getting a ton of pussy now.
@dchestnut26 don't shake your head at me. I just love to trash talk.,2,@user don't shake your head at me. i just love to trash talk.
@kaylonnnnn then who are you to call me trash &#128522;,2,@user then who are you to call me trash
Fuck bitches get money,1,fuck bitches get money
Happy birthday to my pops. Old negro spiritual is 64 today lol,2,happy birthday to my pops. old negro spiritual is 64 today lol
RT @TheKitchensHeat: Don't beef over no bitch..,1,rt @user don't beef over no bitch..
@kieffer_jason bitch who's fucking playing but you and how would u know what I smoke I don't fuck with friendly ass niggas,1,@user bitch who's fucking playing but you and how would u know what i smoke i don't fuck with friendly ass niggas
"Sometimes, even I gotta tell these hoes to grow up smh",2,"sometimes, even i gotta tell these hoes to grow up smh"
RT @L1LDebbie: You keep your bitch &amp; ill stay on my grind.,1,rt @user you keep your bitch ill stay on my grind.
"RT @DJsir_freshley: &#127919;&#127919;&#127919;RT @GuruJeremy Bitches are only ""moral"" when it comes to sex... when it's convenient for them. Otherwise they hoe th&#8230;",1,"rt @user rt @user bitches are only ""moral"" when it comes to sex... when it's convenient for them. otherwise they hoe th"
RT @ChrissiBaxter: If my man ain't appreciating me this pussy DEFINITELY IS gonna end up in another nigga mouth. You can quote me,1,rt @user if my man ain't appreciating me this pussy definitely is gonna end up in another nigga mouth. you can quote me
And I can't be known for fucking wit a trash bitch.,1,and i can't be known for fucking wit a trash bitch.
I based niggas on how they bitch look &#128514;&#128514;&#128514;,1,i based niggas on how they bitch look
Slut ass queen bee bitch.,1,slut ass queen bee bitch.
"RT @HeisNotAllowed: My boyfriend isn't allowed to give a girl his jacket. That hoe knows damn well what channel the weather is on, she cou&#8230;",1,"rt @user my boyfriend isn't allowed to give a girl his jacket. that hoe knows damn well what channel the weather is on, she cou"
@reganpate @I8dis dumb hoe,1,@user @user dumb hoe
"""I'm probably your main bitch chocolate dipped cinnamon apple""",1,"""i'm probably your main bitch chocolate dipped cinnamon apple"""
@HOMELESSBITCH Can I bitch about not having smoke??,1,@user can i bitch about not having smoke??
@KelseyHison @JODYHiGHROLLER see bitch this is why you have no friends,1,@user @user see bitch this is why you have no friends
@DevilGrimz ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.,2,@user ironic that he's a trashcan because he holds trash everytime you two cuddle! burn.
As of today im cutting muthafuckas off bitches/niggas that never show love or just temporary people iont need um,1,as of today im cutting muthafuckas off bitches/niggas that never show love or just temporary people iont need um
@WyattNuckels @grizzboadams glad you could get your daily dose of giggles faggot,1,@user @user glad you could get your daily dose of giggles faggot
RT @OfficialKingDre: bitch you guessed it https://t.co/DCsu5vQbpl,1,rt @user bitch you guessed it [url]
RT @fatandfly88: Bitches talking bout dey bout ta chill out on going out you bitches just saying dat cause its getting cold and u bitches d&#8230;,1,rt @user bitches talking bout dey bout ta chill out on going out you bitches just saying dat cause its getting cold and u bitches d
"RT @33mLENY: bae: lemme see your phone if you dont have hella hoes 

me: one sec http://t.co/MztLPgx4ur",1,rt @user bae: lemme see your phone if you dont have hella hoes me: one sec [url]
I ain't bout to listen to this nigga rap about eating pussy,1,i ain't bout to listen to this nigga rap about eating pussy
"RT @DGooods: Never trust a ""y'all so cute"" ass bitch &#128554; they just waiting to strike",1,"rt @user never trust a ""y'all so cute"" ass bitch they just waiting to strike"
"The thinner the eyebrow, the crazier the bitch",1,"the thinner the eyebrow, the crazier the bitch"
I can't wait to turnup with my bitches . I miss them &#128553;&#128553;,1,i can't wait to turnup with my bitches . i miss them
